,ts_code,symbol,name,area,industry,fullname,market,list_date,delist_date
0,000001.SZ,000001,平安银行,深圳,银行,平安银行股份有限公司,主板,19910403,
1,000002.SZ,000002,万科A,深圳,全国地产,万科企业股份有限公司,主板,19910129,
2,000004.SZ,000004,国华网安,深圳,软件服务,深圳国华网安科技股份有限公司,主板,19910114,
3,000005.SZ,000005,ST星源,深圳,环境保护,深圳世纪星源股份有限公司,主板,19901210,
4,000006.SZ,000006,深振业A,深圳,区域地产,深圳市振业(集团)股份有限公司,主板,19920427,
5,000007.SZ,000007,*ST全新,深圳,酒店餐饮,深圳市全新好股份有限公司,主板,19920413,
6,000008.SZ,000008,神州高铁,北京,运输设备,神州高铁技术股份有限公司,主板,19920507,
7,000009.SZ,000009,中国宝安,深圳,电气设备,中国宝安集团股份有限公司,主板,19910625,
8,000010.SZ,000010,美丽生态,深圳,建筑工程,深圳美丽生态股份有限公司,主板,19951027,
9,000011.SZ,000011,深物业A,深圳,区域地产,深圳市物业发展(集团)股份有限公司,主板,19920330,
10,000012.SZ,000012,南玻A,深圳,玻璃,中国南玻集团股份有限公司,主板,19920228,
11,000014.SZ,000014,沙河股份,深圳,全国地产,沙河实业股份有限公司,主板,19920602,
12,000016.SZ,000016,深康佳A,深圳,家用电器,康佳集团股份有限公司,主板,19920327,
13,000017.SZ,000017,深中华A,深圳,文教休闲,深圳中华自行车(集团)股份有限公司,主板,19920331,
14,000019.SZ,000019,深粮控股,深圳,其他商业,深圳市深粮控股股份有限公司,主板,19921012,
15,000020.SZ,000020,深华发A,深圳,元器件,深圳中恒华发股份有限公司,主板,19920428,
16,000021.SZ,000021,深科技,深圳,IT设备,深圳长城开发科技股份有限公司,主板,19940202,
17,000023.SZ,000023,深天地A,深圳,水泥,深圳市天地(集团)股份有限公司,主板,19930429,
18,000025.SZ,000025,特力A,深圳,汽车服务,深圳市特力(集团)股份有限公司,主板,19930621,
19,000026.SZ,000026,飞亚达,深圳,其他商业,飞亚达精密科技股份有限公司,主板,19930603,
20,000027.SZ,000027,深圳能源,深圳,火力发电,深圳能源集团股份有限公司,主板,19930903,
21,000028.SZ,000028,国药一致,深圳,医药商业,国药集团一致药业股份有限公司,主板,19930809,
22,000029.SZ,000029,深深房A,深圳,区域地产,深圳经济特区房地产(集团)股份有限公司,主板,19930915,
23,000030.SZ,000030,富奥股份,吉林,汽车配件,富奥汽车零部件股份有限公司,主板,19930929,
24,000031.SZ,000031,大悦城,深圳,全国地产,大悦城控股集团股份有限公司,主板,19931008,
25,000032.SZ,000032,深桑达A,深圳,元器件,深圳市桑达实业股份有限公司,主板,19931028,
26,000034.SZ,000034,神州数码,深圳,综合类,神州数码集团股份有限公司,主板,19940509,
27,000035.SZ,000035,中国天楹,江苏,环境保护,中国天楹股份有限公司,主板,19940408,
28,000036.SZ,000036,华联控股,深圳,全国地产,华联控股股份有限公司,主板,19940617,
29,000037.SZ,000037,深南电A,深圳,火力发电,深圳南山热电股份有限公司,主板,19940701,
30,000038.SZ,000038,深大通,深圳,综合类,深圳大通实业股份有限公司,主板,19940808,
31,000039.SZ,000039,中集集团,深圳,轻工机械,中国国际海运集装箱(集团)股份有限公司,主板,19940408,
32,000040.SZ,000040,东旭蓝天,深圳,新型电力,东旭蓝天新能源股份有限公司,主板,19940808,
33,000042.SZ,000042,中洲控股,深圳,全国地产,深圳市中洲投资控股股份有限公司,主板,19940921,
34,000045.SZ,000045,深纺织A,深圳,元器件,深圳市纺织(集团)股份有限公司,主板,19940815,
35,000046.SZ,000046,泛海控股,北京,多元金融,泛海控股股份有限公司,主板,19940912,
36,000048.SZ,000048,京基智农,深圳,饲料,深圳市京基智农时代股份有限公司,主板,19941101,
37,000049.SZ,000049,德赛电池,深圳,电气设备,深圳市德赛电池科技股份有限公司,主板,19950320,
38,000050.SZ,000050,深天马A,深圳,元器件,天马微电子股份有限公司,主板,19950315,
39,000055.SZ,000055,方大集团,深圳,其他建材,方大集团股份有限公司,主板,19960415,
40,000056.SZ,000056,皇庭国际,深圳,房产服务,深圳市皇庭国际企业股份有限公司,主板,19960708,
41,000058.SZ,000058,深赛格,深圳,商品城,深圳赛格股份有限公司,主板,19961226,
42,000059.SZ,000059,华锦股份,辽宁,石油加工,北方华锦化学工业股份有限公司,主板,19970130,
43,000060.SZ,000060,中金岭南,深圳,铅锌,深圳市中金岭南有色金属股份有限公司,主板,19970123,
44,000061.SZ,000061,农产品,深圳,农业综合,深圳市农产品集团股份有限公司,主板,19970110,
45,000062.SZ,000062,深圳华强,深圳,批发业,深圳华强实业股份有限公司,主板,19970130,
46,000063.SZ,000063,中兴通讯,深圳,通信设备,中兴通讯股份有限公司,主板,19971118,
47,000065.SZ,000065,北方国际,北京,建筑工程,北方国际合作股份有限公司,主板,19980605,
48,000066.SZ,000066,中国长城,深圳,IT设备,中国长城科技集团股份有限公司,主板,19970626,
49,000068.SZ,000068,华控赛格,深圳,环境保护,深圳华控赛格股份有限公司,主板,19970611,
50,000069.SZ,000069,华侨城A,深圳,旅游景点,深圳华侨城股份有限公司,主板,19970910,
51,000070.SZ,000070,特发信息,深圳,通信设备,深圳市特发信息股份有限公司,主板,20000511,
52,000078.SZ,000078,海王生物,深圳,医药商业,深圳市海王生物工程股份有限公司,主板,19981218,
53,000088.SZ,000088,盐田港,深圳,港口,深圳市盐田港股份有限公司,主板,19970728,
54,000089.SZ,000089,深圳机场,深圳,机场,深圳市机场股份有限公司,主板,19980420,
55,000090.SZ,000090,天健集团,深圳,建筑工程,深圳市天健(集团)股份有限公司,主板,19990721,
56,000096.SZ,000096,广聚能源,深圳,石油贸易,深圳市广聚能源股份有限公司,主板,20000724,
57,000099.SZ,000099,中信海直,深圳,空运,中信海洋直升机股份有限公司,主板,20000731,
58,000100.SZ,000100,TCL科技,广东,元器件,TCL科技集团股份有限公司,主板,20040130,
59,000150.SZ,000150,宜华健康,广东,医疗保健,宜华健康医疗股份有限公司,主板,20000807,
60,000151.SZ,000151,中成股份,北京,商贸代理,中成进出口股份有限公司,主板,20000906,
61,000153.SZ,000153,丰原药业,安徽,化学制药,安徽丰原药业股份有限公司,主板,20000920,
62,000155.SZ,000155,川能动力,四川,新型电力,四川省新能源动力股份有限公司,主板,20000926,
63,000156.SZ,000156,华数传媒,浙江,影视音像,华数传媒控股股份有限公司,主板,20000906,
64,000157.SZ,000157,中联重科,湖南,工程机械,中联重科股份有限公司,主板,20001012,
65,000158.SZ,000158,常山北明,河北,软件服务,石家庄常山北明科技股份有限公司,主板,20000724,
66,000159.SZ,000159,国际实业,新疆,石油贸易,新疆国际实业股份有限公司,主板,20000926,
67,000166.SZ,000166,申万宏源,新疆,证券,申万宏源集团股份有限公司,主板,20150126,
68,000301.SZ,000301,东方盛虹,江苏,化纤,江苏东方盛虹股份有限公司,主板,20000529,
69,000333.SZ,000333,美的集团,广东,家用电器,美的集团股份有限公司,主板,20130918,
70,000338.SZ,000338,潍柴动力,山东,汽车配件,潍柴动力股份有限公司,主板,20070430,
71,000400.SZ,000400,许继电气,河南,电气设备,许继电气股份有限公司,主板,19970418,
72,000401.SZ,000401,冀东水泥,河北,水泥,唐山冀东水泥股份有限公司,主板,19960614,
73,000402.SZ,000402,金融街,北京,全国地产,金融街控股股份有限公司,主板,19960626,
74,000403.SZ,000403,派林生物,山西,生物制药,派斯双林生物制药股份有限公司,主板,19960628,
75,000404.SZ,000404,长虹华意,江西,家用电器,长虹华意压缩机股份有限公司,主板,19960619,
76,000407.SZ,000407,胜利股份,山东,供气供热,山东胜利股份有限公司,主板,19960703,
77,000408.SZ,000408,藏格控股,青海,农药化肥,藏格控股股份有限公司,主板,19960628,
78,000409.SZ,000409,云鼎科技,山东,软件服务,云鼎科技股份有限公司,主板,19960627,
79,000410.SZ,000410,ST沈机,辽宁,机床制造,沈阳机床股份有限公司,主板,19960718,
80,000411.SZ,000411,英特集团,浙江,医药商业,浙江英特集团股份有限公司,主板,19960716,
81,000413.SZ,000413,东旭光电,河北,元器件,东旭光电科技股份有限公司,主板,19960925,
82,000415.SZ,000415,渤海租赁,新疆,多元金融,渤海租赁股份有限公司,主板,19960716,
83,000416.SZ,000416,民生控股,山东,多元金融,民生控股股份有限公司,主板,19960719,
84,000417.SZ,000417,合肥百货,安徽,百货,合肥百货大楼集团股份有限公司,主板,19960812,
85,000419.SZ,000419,通程控股,湖南,百货,长沙通程控股股份有限公司,主板,19960816,
86,000420.SZ,000420,吉林化纤,吉林,化纤,吉林化纤股份有限公司,主板,19960802,
87,000421.SZ,000421,南京公用,江苏,供气供热,南京公用发展股份有限公司,主板,19960806,
88,000422.SZ,000422,湖北宜化,湖北,农药化肥,湖北宜化化工股份有限公司,主板,19960815,
89,000423.SZ,000423,东阿阿胶,山东,中成药,东阿阿胶股份有限公司,主板,19960729,
90,000425.SZ,000425,徐工机械,江苏,工程机械,徐工集团工程机械股份有限公司,主板,19960828,
91,000426.SZ,000426,兴业矿业,内蒙,铅锌,内蒙古兴业矿业股份有限公司,主板,19960828,
92,000428.SZ,000428,华天酒店,湖南,酒店餐饮,华天酒店集团股份有限公司,主板,19960808,
93,000429.SZ,000429,粤高速A,广东,路桥,广东省高速公路发展股份有限公司,主板,19980220,
94,000430.SZ,000430,张家界,湖南,旅游景点,张家界旅游集团股份有限公司,主板,19960829,
95,000488.SZ,000488,晨鸣纸业,山东,造纸,山东晨鸣纸业集团股份有限公司,主板,20001120,
96,000498.SZ,000498,山东路桥,山东,建筑工程,山东高速路桥集团股份有限公司,主板,19970609,
97,000501.SZ,000501,鄂武商A,湖北,百货,武汉武商集团股份有限公司,主板,19921120,
98,000502.SZ,000502,*ST绿景,广东,综合类,绿景控股股份有限公司,主板,19921123,
99,000503.SZ,000503,国新健康,海南,医疗保健,国新健康保障服务集团股份有限公司,主板,19921130,
100,000504.SZ,000504,南华生物,湖南,生物制药,南华生物医药股份有限公司,主板,19921208,
101,000505.SZ,000505,京粮控股,海南,食品,海南京粮控股股份有限公司,主板,19921221,
102,000506.SZ,000506,中润资源,山东,黄金,中润资源投资股份有限公司,主板,19930312,
103,000507.SZ,000507,珠海港,广东,港口,珠海港股份有限公司,主板,19930326,
104,000509.SZ,000509,*ST华塑,四川,医疗保健,华塑控股股份有限公司,主板,19930507,
105,000510.SZ,000510,新金路,四川,化工原料,四川新金路集团股份有限公司,主板,19930507,
106,000513.SZ,000513,丽珠集团,广东,化学制药,丽珠医药集团股份有限公司,主板,19931028,
107,000514.SZ,000514,渝开发,重庆,区域地产,重庆渝开发股份有限公司,主板,19930712,
108,000516.SZ,000516,国际医学,陕西,医疗保健,西安国际医学投资股份有限公司,主板,19930809,
109,000517.SZ,000517,荣安地产,浙江,区域地产,荣安地产股份有限公司,主板,19930806,
110,000518.SZ,000518,四环生物,江苏,生物制药,江苏四环生物股份有限公司,主板,19930908,
111,000519.SZ,000519,中兵红箭,湖南,专用机械,中兵红箭股份有限公司,主板,19931008,
112,000520.SZ,000520,长航凤凰,湖北,水运,长航凤凰股份有限公司,主板,19931025,
113,000521.SZ,000521,长虹美菱,安徽,家用电器,长虹美菱股份有限公司,主板,19931018,
114,000523.SZ,000523,*ST浪奇,广东,日用化工,广州市浪奇实业股份有限公司,主板,19931108,
115,000524.SZ,000524,岭南控股,广东,酒店餐饮,广州岭南集团控股股份有限公司,主板,19931118,
116,000525.SZ,000525,ST红太阳,江苏,农药化肥,南京红太阳股份有限公司,主板,19931028,
117,000526.SZ,000526,学大教育,福建,文教休闲,学大(厦门)教育科技集团股份有限公司,主板,19931101,
118,000528.SZ,000528,柳工,广西,工程机械,广西柳工机械股份有限公司,主板,19931118,
119,000529.SZ,000529,广弘控股,广东,食品,广东广弘控股股份有限公司,主板,19931118,
120,000530.SZ,000530,冰山冷热,辽宁,机械基件,冰山冷热科技股份有限公司,主板,19931208,
121,000531.SZ,000531,穗恒运A,广东,火力发电,广州恒运企业集团股份有限公司,主板,19940106,
122,000532.SZ,000532,华金资本,广东,多元金融,珠海华金资本股份有限公司,主板,19940103,
123,000533.SZ,000533,顺钠股份,广东,电气设备,广东顺钠电气股份有限公司,主板,19940103,
124,000534.SZ,000534,万泽股份,广东,生物制药,万泽实业股份有限公司,主板,19940110,
125,000536.SZ,000536,华映科技,福建,元器件,华映科技(集团)股份有限公司,主板,19931126,
126,000537.SZ,000537,广宇发展,天津,区域地产,天津广宇发展股份有限公司,主板,19931210,
127,000538.SZ,000538,云南白药,云南,中成药,云南白药集团股份有限公司,主板,19931215,
128,000539.SZ,000539,粤电力A,广东,火力发电,广东电力发展股份有限公司,主板,19931126,
129,000540.SZ,000540,中天金融,贵州,多元金融,中天金融集团股份有限公司,主板,19940202,
130,000541.SZ,000541,佛山照明,广东,家用电器,佛山电器照明股份有限公司,主板,19931123,
131,000543.SZ,000543,皖能电力,安徽,火力发电,安徽省皖能股份有限公司,主板,19931220,
132,000544.SZ,000544,中原环保,河南,环境保护,中原环保股份有限公司,主板,19931208,
133,000545.SZ,000545,金浦钛业,吉林,化工原料,金浦钛业股份有限公司,主板,19931215,
134,000546.SZ,000546,金圆股份,吉林,环境保护,金圆环保股份有限公司,主板,19931215,
135,000547.SZ,000547,航天发展,福建,通信设备,航天工业发展股份有限公司,主板,19931130,
136,000548.SZ,000548,湖南投资,湖南,路桥,湖南投资集团股份有限公司,主板,19931220,
137,000550.SZ,000550,江铃汽车,江西,汽车整车,江铃汽车股份有限公司,主板,19931201,
138,000551.SZ,000551,创元科技,江苏,专用机械,创元科技股份有限公司,主板,19940106,
139,000552.SZ,000552,靖远煤电,甘肃,煤炭开采,甘肃靖远煤电股份有限公司,主板,19940106,
140,000553.SZ,000553,安道麦A,湖北,农药化肥,安道麦股份有限公司,主板,19931203,
141,000554.SZ,000554,泰山石油,山东,石油贸易,中国石化山东泰山石油股份有限公司,主板,19931215,
142,000555.SZ,000555,神州信息,深圳,软件服务,神州数码信息服务股份有限公司,主板,19940408,
143,000557.SZ,000557,西部创业,宁夏,铁路,宁夏西部创业实业股份有限公司,主板,19940617,
144,000558.SZ,000558,莱茵体育,浙江,文教休闲,莱茵达体育发展股份有限公司,主板,19940509,
145,000559.SZ,000559,万向钱潮,浙江,汽车配件,万向钱潮股份有限公司,主板,19940110,
146,000560.SZ,000560,我爱我家,云南,房产服务,我爱我家控股集团股份有限公司,主板,19940202,
147,000561.SZ,000561,烽火电子,陕西,通信设备,陕西烽火电子股份有限公司,主板,19940509,
148,000563.SZ,000563,陕国投A,陕西,多元金融,陕西省国际信托股份有限公司,主板,19940110,
149,000564.SZ,000564,*ST大集,陕西,百货,供销大集集团股份有限公司,主板,19940110,
150,000565.SZ,000565,渝三峡A,重庆,染料涂料,重庆三峡油漆股份有限公司,主板,19940408,
151,000566.SZ,000566,海南海药,海南,化学制药,海南海药股份有限公司,主板,19940525,
152,000567.SZ,000567,海德股份,海南,多元金融,海南海德资本管理股份有限公司,主板,19940525,
153,000568.SZ,000568,泸州老窖,四川,白酒,泸州老窖股份有限公司,主板,19940509,
154,000570.SZ,000570,苏常柴A,江苏,机械基件,常柴股份有限公司,主板,19940701,
155,000571.SZ,000571,ST大洲,海南,煤炭开采,新大洲控股股份有限公司,主板,19940525,
156,000572.SZ,000572,海马汽车,海南,汽车整车,海马汽车股份有限公司,主板,19940808,
157,000573.SZ,000573,粤宏远A,广东,区域地产,东莞宏远工业区股份有限公司,主板,19940815,
158,000576.SZ,000576,甘化科工,广东,食品,广东甘化科工股份有限公司,主板,19940907,
159,000581.SZ,000581,威孚高科,江苏,汽车配件,无锡威孚高科技集团股份有限公司,主板,19980924,
160,000582.SZ,000582,北部湾港,广西,港口,北部湾港股份有限公司,主板,19951102,
161,000584.SZ,000584,哈工智能,江苏,专用机械,江苏哈工智能机器人股份有限公司,主板,19951128,
162,000585.SZ,000585,*ST东电,海南,电气设备,东北电气发展股份有限公司,主板,19951213,
163,000586.SZ,000586,汇源通信,四川,通信设备,四川汇源光通信股份有限公司,主板,19951220,
164,000587.SZ,000587,*ST金洲,黑龙江,批发业,金洲慈航集团股份有限公司,主板,19960425,
165,000589.SZ,000589,贵州轮胎,贵州,汽车配件,贵州轮胎股份有限公司,主板,19960308,
166,000590.SZ,000590,启迪药业,湖南,中成药,启迪药业集团股份公司,主板,19960119,
167,000591.SZ,000591,太阳能,重庆,新型电力,中节能太阳能股份有限公司,主板,19960208,
168,000592.SZ,000592,平潭发展,福建,林业,中福海峡(平潭)发展股份有限公司,主板,19960327,
169,000593.SZ,000593,大通燃气,四川,供气供热,四川大通燃气开发股份有限公司,主板,19960312,
170,000595.SZ,000595,宝塔实业,宁夏,机械基件,宝塔实业股份有限公司,主板,19960419,
171,000596.SZ,000596,古井贡酒,安徽,白酒,安徽古井贡酒股份有限公司,主板,19960927,
172,000597.SZ,000597,东北制药,辽宁,化学制药,东北制药集团股份有限公司,主板,19960523,
173,000598.SZ,000598,兴蓉环境,四川,水务,成都市兴蓉环境股份有限公司,主板,19960529,
174,000599.SZ,000599,青岛双星,山东,汽车配件,青岛双星股份有限公司,主板,19960430,
175,000600.SZ,000600,建投能源,河北,火力发电,河北建投能源投资股份有限公司,主板,19960606,
176,000601.SZ,000601,韶能股份,广东,水力发电,广东韶能集团股份有限公司,主板,19960830,
177,000603.SZ,000603,盛达资源,北京,铅锌,盛达金属资源股份有限公司,主板,19960823,
178,000605.SZ,000605,渤海股份,北京,水务,渤海水业股份有限公司,主板,19960913,
179,000606.SZ,000606,ST顺利,青海,互联网,顺利办信息服务股份有限公司,主板,19961004,
180,000607.SZ,000607,华媒控股,浙江,广告包装,浙江华媒控股股份有限公司,主板,19960830,
181,000608.SZ,000608,阳光股份,广西,区域地产,阳光新业地产股份有限公司,主板,19960919,
182,000609.SZ,000609,*ST中迪,北京,区域地产,北京中迪投资股份有限公司,主板,19961010,
183,000610.SZ,000610,西安旅游,陕西,旅游服务,西安旅游股份有限公司,主板,19960926,
184,000611.SZ,000611,*ST天首,内蒙,商贸代理,内蒙古天首科技发展股份有限公司,主板,19961008,
185,000612.SZ,000612,焦作万方,河南,铝,焦作万方铝业股份有限公司,主板,19960926,
186,000613.SZ,000613,*ST东海A,海南,旅游服务,海南大东海旅游中心股份有限公司,主板,19970128,
187,000615.SZ,000615,奥园美谷,湖北,区域地产,奥园美谷科技股份有限公司,主板,19961016,
188,000616.SZ,000616,ST海投,辽宁,全国地产,海航投资集团股份有限公司,主板,19961108,
189,000617.SZ,000617,中油资本,新疆,多元金融,中国石油集团资本股份有限公司,主板,19961022,
190,000619.SZ,000619,海螺型材,安徽,其他建材,芜湖海螺型材科技股份有限公司,主板,19961023,
191,000620.SZ,000620,新华联,北京,全国地产,新华联文化旅游发展股份有限公司,主板,19961029,
192,000622.SZ,000622,恒立实业,湖南,汽车配件,恒立实业发展集团股份有限公司,主板,19961107,
193,000623.SZ,000623,吉林敖东,吉林,中成药,吉林敖东药业集团股份有限公司,主板,19961028,
194,000625.SZ,000625,长安汽车,重庆,汽车整车,重庆长安汽车股份有限公司,主板,19970610,
195,000626.SZ,000626,远大控股,江苏,商贸代理,远大产业控股股份有限公司,主板,19961128,
196,000627.SZ,000627,天茂集团,湖北,保险,天茂实业集团股份有限公司,主板,19961112,
197,000628.SZ,000628,高新发展,四川,园区开发,成都高新发展股份有限公司,主板,19961118,
198,000629.SZ,000629,攀钢钒钛,四川,小金属,攀钢集团钒钛资源股份有限公司,主板,19961115,
199,000630.SZ,000630,铜陵有色,安徽,铜,铜陵有色金属集团股份有限公司,主板,19961120,
200,000631.SZ,000631,顺发恒业,吉林,区域地产,顺发恒业股份公司,主板,19961122,
201,000632.SZ,000632,三木集团,福建,综合类,福建三木集团股份有限公司,主板,19961121,
202,000633.SZ,000633,合金投资,新疆,综合类,新疆合金投资股份有限公司,主板,19961112,
203,000635.SZ,000635,英力特,宁夏,化工原料,宁夏英力特化工股份有限公司,主板,19961120,
204,000636.SZ,000636,风华高科,广东,元器件,广东风华高新科技股份有限公司,主板,19961129,
205,000637.SZ,000637,茂化实华,广东,石油加工,茂名石化实华股份有限公司,主板,19961114,
206,000638.SZ,000638,*ST万方,吉林,软件服务,万方城镇投资发展股份有限公司,主板,19961126,
207,000639.SZ,000639,西王食品,山东,食品,西王食品股份有限公司,主板,19961126,
208,000650.SZ,000650,仁和药业,江西,中成药,仁和药业股份有限公司,主板,19961210,
209,000651.SZ,000651,格力电器,广东,家用电器,珠海格力电器股份有限公司,主板,19961118,
210,000652.SZ,000652,泰达股份,天津,批发业,天津泰达股份有限公司,主板,19961128,
211,000655.SZ,000655,金岭矿业,山东,普钢,山东金岭矿业股份有限公司,主板,19961128,
212,000656.SZ,000656,金科股份,重庆,区域地产,金科地产集团股份有限公司,主板,19961128,
213,000657.SZ,000657,中钨高新,海南,小金属,中钨高新材料股份有限公司,主板,19961205,
214,000659.SZ,000659,珠海中富,广东,广告包装,珠海中富实业股份有限公司,主板,19961203,
215,000661.SZ,000661,长春高新,吉林,生物制药,长春高新技术产业(集团)股份有限公司,主板,19961218,
216,000663.SZ,000663,永安林业,福建,林业,福建省永安林业(集团)股份有限公司,主板,19961206,
217,000665.SZ,000665,湖北广电,湖北,影视音像,湖北省广播电视信息网络股份有限公司,主板,19961210,
218,000666.SZ,000666,经纬纺机,北京,多元金融,经纬纺织机械股份有限公司,主板,19961210,
219,000667.SZ,000667,美好置业,云南,全国地产,美好置业集团股份有限公司,主板,19961205,
220,000668.SZ,000668,荣丰控股,山东,区域地产,荣丰控股集团股份有限公司,主板,19961210,
221,000669.SZ,000669,ST金鸿,吉林,供气供热,金鸿控股集团股份有限公司,主板,19961210,
222,000671.SZ,000671,阳光城,福建,区域地产,阳光城集团股份有限公司,主板,19961218,
223,000672.SZ,000672,上峰水泥,甘肃,水泥,甘肃上峰水泥股份有限公司,主板,19961218,
224,000673.SZ,000673,*ST当代,山西,影视音像,当代东方投资股份有限公司,主板,19970124,
225,000676.SZ,000676,智度股份,河南,互联网,智度科技股份有限公司,主板,19961224,
226,000677.SZ,000677,恒天海龙,山东,化纤,恒天海龙股份有限公司,主板,19961226,
227,000678.SZ,000678,襄阳轴承,湖北,汽车配件,襄阳汽车轴承股份有限公司,主板,19970106,
228,000679.SZ,000679,大连友谊,辽宁,百货,大连友谊(集团)股份有限公司,主板,19970124,
229,000680.SZ,000680,山推股份,山东,工程机械,山推工程机械股份有限公司,主板,19970122,
230,000681.SZ,000681,视觉中国,江苏,互联网,视觉(中国)文化发展股份有限公司,主板,19970121,
231,000682.SZ,000682,东方电子,山东,电气设备,东方电子股份有限公司,主板,19970121,
232,000683.SZ,000683,远兴能源,内蒙,化工原料,内蒙古远兴能源股份有限公司,主板,19970131,
233,000685.SZ,000685,中山公用,广东,水务,中山公用事业集团股份有限公司,主板,19970123,
234,000686.SZ,000686,东北证券,吉林,证券,东北证券股份有限公司,主板,19970227,
235,000687.SZ,000687,*ST华讯,深圳,通信设备,华讯方舟股份有限公司,主板,19970221,
236,000688.SZ,000688,国城矿业,重庆,铅锌,国城矿业股份有限公司,主板,19970120,
237,000690.SZ,000690,宝新能源,广东,火力发电,广东宝丽华新能源股份有限公司,主板,19970128,
238,000691.SZ,000691,亚太实业,甘肃,化工原料,海南亚太实业发展股份有限公司,主板,19970228,
239,000692.SZ,000692,惠天热电,辽宁,供气供热,沈阳惠天热电股份有限公司,主板,19970227,
240,000695.SZ,000695,滨海能源,天津,广告包装,天津滨海能源发展股份有限公司,主板,19970218,
241,000697.SZ,000697,炼石航空,陕西,航空,炼石航空科技股份有限公司,主板,19970325,
242,000698.SZ,000698,沈阳化工,辽宁,化工原料,沈阳化工股份有限公司,主板,19970220,
243,000700.SZ,000700,模塑科技,江苏,汽车配件,江南模塑科技股份有限公司,主板,19970228,
244,000701.SZ,000701,厦门信达,福建,综合类,厦门信达股份有限公司,主板,19970226,
245,000702.SZ,000702,正虹科技,湖南,饲料,湖南正虹科技发展股份有限公司,主板,19970318,
246,000703.SZ,000703,恒逸石化,广西,化纤,恒逸石化股份有限公司,主板,19970328,
247,000705.SZ,000705,浙江震元,浙江,医药商业,浙江震元股份有限公司,主板,19970410,
248,000707.SZ,000707,*ST双环,湖北,化工原料,湖北双环科技股份有限公司,主板,19970415,
249,000708.SZ,000708,中信特钢,湖北,特种钢,中信泰富特钢集团股份有限公司,主板,19970326,
250,000709.SZ,000709,河钢股份,河北,普钢,河钢股份有限公司,主板,19970416,
251,000710.SZ,000710,贝瑞基因,四川,医疗保健,成都市贝瑞和康基因技术股份有限公司,主板,19970422,
252,000711.SZ,000711,京蓝科技,黑龙江,环境保护,京蓝科技股份有限公司,主板,19970411,
253,000712.SZ,000712,锦龙股份,广东,证券,广东锦龙发展股份有限公司,主板,19970415,
254,000713.SZ,000713,丰乐种业,安徽,种植业,合肥丰乐种业股份有限公司,主板,19970422,
255,000715.SZ,000715,中兴商业,辽宁,百货,中兴-沈阳商业大厦(集团)股份有限公司,主板,19970508,
256,000716.SZ,000716,黑芝麻,广西,食品,南方黑芝麻集团股份有限公司,主板,19970418,
257,000717.SZ,000717,韶钢松山,广东,普钢,广东韶钢松山股份有限公司,主板,19970508,
258,000718.SZ,000718,苏宁环球,吉林,区域地产,苏宁环球股份有限公司,主板,19970408,
259,000719.SZ,000719,中原传媒,河南,出版业,中原大地传媒股份有限公司,主板,19970331,
260,000720.SZ,000720,新能泰山,山东,区域地产,山东新能泰山发电股份有限公司,主板,19970509,
261,000721.SZ,000721,西安饮食,陕西,酒店餐饮,西安饮食股份有限公司,主板,19970430,
262,000722.SZ,000722,湖南发展,湖南,水力发电,湖南发展集团股份有限公司,主板,19970522,
263,000723.SZ,000723,美锦能源,山西,焦炭加工,山西美锦能源股份有限公司,主板,19970515,
264,000725.SZ,000725,京东方A,北京,元器件,京东方科技集团股份有限公司,主板,20010112,
265,000726.SZ,000726,鲁泰A,山东,纺织,鲁泰纺织股份有限公司,主板,20001225,
266,000727.SZ,000727,冠捷科技,江苏,元器件,冠捷电子科技股份有限公司,主板,19970520,
267,000728.SZ,000728,国元证券,安徽,证券,国元证券股份有限公司,主板,19970616,
268,000729.SZ,000729,燕京啤酒,北京,啤酒,北京燕京啤酒股份有限公司,主板,19970716,
269,000731.SZ,000731,四川美丰,四川,农药化肥,四川美丰化工股份有限公司,主板,19970617,
270,000732.SZ,000732,泰禾集团,福建,区域地产,泰禾集团股份有限公司,主板,19970704,
271,000733.SZ,000733,振华科技,贵州,元器件,中国振华(集团)科技股份有限公司,主板,19970703,
272,000735.SZ,000735,罗牛山,海南,农业综合,罗牛山股份有限公司,主板,19970611,
273,000736.SZ,000736,中交地产,重庆,全国地产,中交地产股份有限公司,主板,19970425,
274,000737.SZ,000737,南风化工,山西,日用化工,南风化工集团股份有限公司,主板,19970428,
275,000738.SZ,000738,航发控制,江苏,航空,中国航发动力控制股份有限公司,主板,19970626,
276,000739.SZ,000739,普洛药业,浙江,化学制药,普洛药业股份有限公司,主板,19970509,
277,000750.SZ,000750,国海证券,广西,证券,国海证券股份有限公司,主板,19970709,
278,000751.SZ,000751,锌业股份,辽宁,铅锌,葫芦岛锌业股份有限公司,主板,19970626,
279,000752.SZ,000752,*ST西发,西藏,啤酒,西藏发展股份有限公司,主板,19970625,
280,000753.SZ,000753,漳州发展,福建,汽车服务,福建漳州发展股份有限公司,主板,19970626,
281,000755.SZ,000755,山西路桥,山西,路桥,山西路桥股份有限公司,主板,19970627,
282,000756.SZ,000756,新华制药,山东,化学制药,山东新华制药股份有限公司,主板,19970806,
283,000757.SZ,000757,浩物股份,四川,汽车配件,四川浩物机电股份有限公司,主板,19970627,
284,000758.SZ,000758,中色股份,北京,铅锌,中国有色金属建设股份有限公司,主板,19970416,
285,000759.SZ,000759,中百集团,湖北,超市连锁,中百控股集团股份有限公司,主板,19970519,
